Academic Score,Stream,Technical Skill,Soft Skill,Personality,Interest,Work Style,Career Domain
90.21,Sports,Excel,Leadership,Introvert,Sports,Hybrid,Sports Manager
90.97,Science,Python,Problem Solving,Ambivert,ML,Remote,AI Researcher
50.7,Engineering,Python,Analytical,Extrovert,AI,Hybrid,AI Engineer
60.53,Arts,Web Dev,Communication,Introvert,Media,Office,Media Designer
80.95,MBA,Power BI,Analytical,Extrovert,Business Intelligence,Hybrid,BI Manager
74.19,Journalism,Graphics Design,Creative,Introvert,Advertising,Office,Creative Director
81.18,Sports,Communication,Leadership,Extrovert,Coaching,Remote,Coach
79.36,Arts,Web Dev,Creative,Introvert,Creative Tech,Remote,Creative Technologist
57.13,Engineering,Python,Analytical,Introvert,AI,Office,AI Engineer
54.48,Commerce,Excel,Leadership,Introvert,Investment,Hybrid,Investment Analyst
98.96,Engineering,Python,Analytical,Introvert,Automation,Office,RPA Developer
62.07,Commerce,Excel,Problem Solving,Ambivert,Audit,Remote,Auditor
83.12,Arts,Web Dev,Communication,Introvert,Content Creation,Hybrid,Content Designer
79.05,MBA,Excel,Problem Solving,Introvert,Supply Chain,Remote,Supply Chain Manager
89.04,Engineering,Networking,Team Work,Ambivert,Networking,Hybrid,Network Engineer
75.35,Engineering,Python,Analytical,Extrovert,AI,Hybrid,AI Engineer
62.35,Engineering,Python,Analytical,Introvert,AI,Office,AI Engineer
86.13,Engineering,Networking,Team Work,Introvert,Networking,Office,Network Engineer
77.76,Science,Python,Leadership,Introvert,Research,Remote,Lab Manager
74.88,Engineering,Networking,Leadership,Ambivert,Cyber Security,Remote,Security Engineer
77.09,Science,Power BI,Analytical,Introvert,Analytics,Hybrid,Research Analyst
71.73,Engineering,SQL,Analytical,Ambivert,Big Data,Remote,Data Engineer
91.11,Science,Maths,Analytical,Extrovert,Statistics,Hybrid,Statistician
87.34,Engineering,Networking,Analytical,Extrovert,Telecom,Office,Telecom Engineer
78.35,Commerce,Excel,Leadership,Introvert,Investment,Hybrid,Investment Analyst
92.97,Engineering,Networking,Analytical,Introvert,Telecom,Office,Telecom Engineer
53.9,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
53.01,Sports,Excel,Team Work,Extrovert,Fitness,Hybrid,Fitness Manager
54.18,Commerce,Tally,Team Work,Introvert,Accounting,Office,Accountant
61.67,Sports,Analytics,Communication,Introvert,Performance,Hybrid,Performance Analyst
88.79,Commerce,Tally,Communication,Introvert,Taxation,Office,Tax Consultant
57.3,Engineering,C++,Problem Solving,Ambivert,Robotics,Remote,Robotics Engineer
83.2,Sports,Excel,Leadership,Extrovert,Sports,Remote,Sports Manager
81.12,Journalism,Communication Tools,Communication,Introvert,Media,Hybrid,Journalist
63.72,Science,Python,Analytical,Ambivert,Quantum Computing,Office,Quantum Researcher
57.67,MBA,SQL,Leadership,Extrovert,Business Analytics,Remote,Strategy Consultant
83.74,MBA,Power BI,Communication,Introvert,Finance,Hybrid,Finance Manager
66.1,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
76.55,Engineering,Web Dev,Communication,Extrovert,Web Apps,Remote,Full Stack Developer
74.09,MBA,Excel,Leadership,Introvert,Marketing,Remote,Marketing Manager
89.65,Commerce,Power BI,Leadership,Ambivert,Finance,Office,Finance Manager
56.58,Engineering,Python,Problem Solving,Extrovert,DevOps,Remote,DevOps Engineer
67.62,Journalism,Web Dev,Communication,Extrovert,SEO,Hybrid,SEO Specialist
68.88,MBA,Excel,Leadership,Ambivert,HR,Hybrid,HR Manager
81.97,Engineering,Python,Analytical,Extrovert,AI,Hybrid,AI Engineer
90.29,Engineering,C++,Analytical,Introvert,Embedded Systems,Hybrid,Embedded Engineer
69.95,Arts,UI/UX,Creative,Extrovert,Design,Office,UI UX Designer
51.07,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
84.5,Science,Python,Leadership,Ambivert,Research,Hybrid,Lab Manager
92.38,Science,Python,Analytical,Extrovert,Bioinformatics,Office,Bioinformatics Analyst
85.35,Engineering,Python,Problem Solving,Introvert,DevOps,Office,DevOps Engineer
58.63,Journalism,Graphics Design,Creative,Extrovert,Advertising,Office,Copywriter
53.56,Sports,Excel,Team Work,Ambivert,Fitness,Hybrid,Fitness Manager
84.88,Journalism,Web Dev,Communication,Extrovert,SEO,Remote,SEO Specialist
96.92,Journalism,UI/UX,Communication,Ambivert,Publishing,Hybrid,Content Strategist
88.75,Engineering,SQL,Analytical,Extrovert,Business Analytics,Remote,BI Analyst
95.65,Science,Maths,Creative,Extrovert,Physics,Hybrid,Research Associate
75.49,Arts,Web Dev,Communication,Ambivert,Media,Hybrid,Media Designer
57.28,Arts,Graphics Design,Creative,Ambivert,Design,Office,Graphic Designer
50.11,Journalism,Web Dev,Communication,Ambivert,Social Media,Hybrid,Social Media Manager
93.37,Engineering,Power BI,Communication,Ambivert,Analytics,Office,BI Developer
57.41,Commerce,Power BI,Creative,Ambivert,Marketing Analytics,Office,Marketing Analyst
52.85,Commerce,Power BI,Analytical,Ambivert,Business Intelligence,Office,BI Consultant
96.72,Science,Maths,Analytical,Ambivert,Econometrics,Hybrid,Quant Analyst
94.46,Science,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
87.46,Engineering,Python,Analytical,Ambivert,Automation,Hybrid,RPA Developer
80.61,Engineering,SQL,Analytical,Introvert,Data Science,Remote,Data Analyst
58.57,Science,SQL,Analytical,Extrovert,Data Science,Office,Data Analyst
79.38,Science,Maths,Problem Solving,Ambivert,Actuarial Science,Remote,Actuary
71.83,MBA,Excel,Leadership,Extrovert,HR,Remote,HR Manager
50.96,Engineering,Web Dev,Analytical,Extrovert,Architecture,Office,Backend Developer
92.2,Journalism,Web Dev,Communication,Ambivert,Social Media,Hybrid,Social Media Manager
88.34,Arts,Graphics Design,Creative,Ambivert,Design,Hybrid,Graphic Designer
71.77,Engineering,Python,Leadership,Introvert,Automation,Hybrid,Automation Engineer
90.52,Science,Maths,Analytical,Ambivert,Statistics,Remote,Statistician
93.14,MBA,Excel,Problem Solving,Introvert,Supply Chain,Hybrid,Supply Chain Manager
66.81,Arts,Graphics Design,Creative,Introvert,Design,Office,Graphic Designer
79.33,Sports,Excel,Leadership,Extrovert,Event Management,Remote,Sports Event Manager
62.74,Commerce,SQL,Analytical,Extrovert,Banking,Remote,Risk Analyst
75.37,Engineering,Python,Leadership,Introvert,Automation,Hybrid,Automation Engineer
74.8,Arts,Graphics Design,Creative,Ambivert,Illustration,Hybrid,Illustrator
66.19,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Office,Broadcast Journalist
98.63,Engineering,Web Dev,Analytical,Ambivert,Architecture,Hybrid,Backend Developer
78.72,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Office,Broadcast Journalist
99.25,Science,Maths,Problem Solving,Introvert,Actuarial Science,Remote,Actuary
62.1,MBA,SQL,Leadership,Introvert,Enterprise Strategy,Hybrid,Strategy Manager
65.61,Engineering,SQL,Team Work,Introvert,Database,Hybrid,Database Administrator
76.57,Science,Python,Analytical,Introvert,Quantum Computing,Remote,Quantum Researcher
54.81,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Office,Broadcast Journalist
59.5,Engineering,Python,Analytical,Ambivert,AI,Remote,Data Scientist
80.42,Arts,UI/UX,Creative,Extrovert,Accessibility,Hybrid,Accessibility Designer
98.33,Commerce,Power BI,Analytical,Extrovert,Business Intelligence,Office,BI Consultant
72.76,Sports,Excel,Leadership,Ambivert,Sports,Office,Sports Manager
57.26,Engineering,Python,Analytical,Ambivert,Cloud,Remote,Cloud Engineer
95.07,Engineering,Networking,Analytical,Introvert,Telecom,Hybrid,Telecom Engineer
90.12,MBA,Power BI,Communication,Ambivert,Finance,Office,Finance Manager
66.28,Engineering,SQL,Analytical,Extrovert,Big Data,Office,Data Engineer
67,MBA,Excel,Leadership,Ambivert,Marketing,Office,Marketing Manager
79.7,Journalism,Web Dev,Communication,Extrovert,Social Media,Hybrid,Social Media Manager
99.26,MBA,Power BI,Analytical,Ambivert,Business Intelligence,Remote,BI Manager
95.62,Science,Maths,Creative,Extrovert,Physics,Remote,Research Associate
55.94,Engineering,C++,Problem Solving,Extrovert,Robotics,Office,Robotics Engineer
51.35,MBA,Power BI,Leadership,Ambivert,Growth Marketing,Remote,Growth Manager
60.07,Arts,UI/UX,Creative,Ambivert,Design,Hybrid,UI UX Designer
93.23,Science,Power BI,Analytical,Extrovert,Analytics,Office,Research Analyst
94.44,Science,Python,Analytical,Ambivert,Bioinformatics,Office,Bioinformatics Analyst
66.98,Engineering,Python,Analytical,Ambivert,AI,Hybrid,AI Engineer
90.8,Engineering,Python,Problem Solving,Introvert,NLP,Remote,NLP Engineer
97.82,Science,Maths,Problem Solving,Introvert,Actuarial Science,Office,Actuary
65.46,Commerce,Power BI,Analytical,Ambivert,Business Intelligence,Office,BI Consultant
68.24,Engineering,Python,Analytical,Ambivert,AI,Hybrid,Prompt Engineer
79.23,Journalism,UI/UX,Communication,Introvert,Publishing,Remote,Content Strategist
91.1,Science,Python,Analytical,Ambivert,Bioinformatics,Hybrid,Bioinformatics Analyst
65.22,Commerce,SQL,Analytical,Introvert,FinTech,Hybrid,FinTech Analyst
63.1,Arts,Web Dev,Creative,Extrovert,Creative Tech,Remote,Creative Technologist
74.34,MBA,Power BI,Analytical,Introvert,Business Intelligence,Remote,BI Manager
53.49,Sports,Analytics,Analytical,Ambivert,Sports Analytics,Office,Sports Analyst
52.46,Commerce,Power BI,Leadership,Ambivert,Finance,Remote,Finance Manager
92.23,Engineering,Python,Leadership,Extrovert,Automation,Office,Automation Engineer
91.64,Engineering,Web Dev,Creative,Introvert,Design,Remote,Frontend Developer
82.06,Arts,UI/UX,Problem Solving,Ambivert,Product Design,Office,Product Designer
80.66,MBA,Excel,Communication,Introvert,Sales,Office,Sales Manager
63.67,Arts,Graphics Design,Creative,Introvert,Gaming,Remote,Game Artist
85.78,Engineering,SQL,Analytical,Ambivert,Business Analytics,Hybrid,BI Analyst
95.82,Engineering,Python,Creative,Ambivert,Computer Vision,Hybrid,CV Engineer
71.14,Commerce,Tally,Communication,Introvert,Taxation,Hybrid,Tax Consultant
73.82,Sports,Communication,Leadership,Ambivert,Coaching,Remote,Coach
89.2,Commerce,Power BI,Creative,Ambivert,Marketing Analytics,Office,Marketing Analyst
81.15,Sports,Analytics,Communication,Extrovert,Performance,Hybrid,Performance Analyst
58.72,Science,Maths,Analytical,Ambivert,Statistics,Remote,Statistician
78.16,Science,Maths,Analytical,Ambivert,Statistics,Hybrid,Statistician
77.52,Engineering,Python,Problem Solving,Extrovert,ML,Hybrid,ML Engineer
92.64,Journalism,Web Dev,Communication,Introvert,SEO,Hybrid,SEO Specialist
77.59,Commerce,Excel,Analytical,Extrovert,Finance,Office,Financial Analyst
90.21,MBA,SQL,Analytical,Introvert,Product,Hybrid,Product Manager
60.93,Engineering,Networking,Leadership,Introvert,Cloud Security,Office,Cloud Security Engineer
59.27,Science,Excel,Communication,Ambivert,Teaching,Office,Science Teacher
66.3,Journalism,Graphics Design,Leadership,Introvert,PR,Remote,PR Specialist
73.22,Engineering,SQL,Analytical,Introvert,Data Science,Remote,Data Analyst
61.43,Engineering,Networking,Team Work,Introvert,Networking,Office,Network Engineer
99.69,MBA,Excel,Communication,Introvert,Sales,Hybrid,Sales Manager
67.96,Engineering,Python,Analytical,Ambivert,AI,Remote,Data Scientist
57.4,Arts,Graphics Design,Communication,Introvert,Animation,Office,Animator
63.01,Science,Power BI,Analytical,Ambivert,Analytics,Remote,Research Analyst
67.66,Journalism,Graphics Design,Leadership,Extrovert,PR,Hybrid,PR Specialist
99.4,Journalism,Communication Tools,Communication,Introvert,Media,Office,Journalist
78.97,Arts,Graphics Design,Communication,Introvert,Animation,Hybrid,Animator
78.41,Science,Maths,Analytical,Introvert,Statistics,Remote,Statistician
61.66,Journalism,UI/UX,Creative,Extrovert,Storytelling,Remote,Content Creator
97.06,Engineering,SQL,Analytical,Extrovert,Data Science,Hybrid,Data Analyst
58.43,MBA,SQL,Leadership,Ambivert,Enterprise Strategy,Hybrid,Strategy Manager
64.25,Engineering,C++,Problem Solving,Ambivert,Robotics,Office,Robotics Engineer
56.82,Sports,Communication,Leadership,Introvert,Coaching,Hybrid,Coach
57.75,Sports,Analytics,Problem Solving,Introvert,Sports Science,Hybrid,Sports Scientist
82.81,Science,Maths,Problem Solving,Introvert,Actuarial Science,Office,Actuary
73.97,Engineering,Web Dev,Communication,Ambivert,Web Apps,Remote,Full Stack Developer
53.13,Arts,Graphics Design,Creative,Introvert,Design,Hybrid,Graphic Designer
77.64,MBA,SQL,Analytical,Ambivert,Consulting,Hybrid,Business Consultant
58.71,Journalism,Graphics Design,Leadership,Extrovert,PR,Hybrid,PR Specialist
56.01,Engineering,SQL,Analytical,Introvert,Business Analytics,Hybrid,BI Analyst
72.42,Arts,Web Dev,Communication,Introvert,Media,Office,Media Designer
78.75,Engineering,Web Dev,Creative,Introvert,Design,Remote,Frontend Developer
88.04,MBA,SQL,Leadership,Introvert,Business Analytics,Remote,Strategy Consultant
58.43,Engineering,Python,Analytical,Extrovert,AI,Office,AI Engineer
90.22,Engineering,Python,Problem Solving,Introvert,MLOps,Office,MLOps Engineer
78,Journalism,Graphics Design,Creative,Extrovert,Advertising,Office,Creative Director
96.21,Engineering,C++,Analytical,Extrovert,Embedded Systems,Remote,Embedded Engineer
83.43,Engineering,Networking,Communication,Introvert,Infrastructure,Remote,System Engineer
88.3,Journalism,Graphics Design,Creative,Ambivert,Advertising,Office,Creative Director
70.32,Sports,Communication,Creative,Ambivert,Commentary,Office,Sports Broadcaster
79.77,Sports,Excel,Leadership,Introvert,Sports,Hybrid,Sports Manager
91.06,Arts,UI/UX,Creative,Extrovert,Accessibility,Office,Accessibility Designer
90.43,Engineering,Web Dev,Creative,Introvert,Design,Hybrid,Frontend Developer
75.24,Arts,UI/UX,Creative,Extrovert,Accessibility,Office,Accessibility Designer
79.37,Arts,Web Dev,Communication,Extrovert,Media,Remote,Media Designer
77.46,Commerce,Tally,Team Work,Ambivert,Accounting,Remote,Accountant
57.12,Commerce,Power BI,Communication,Extrovert,Analytics,Hybrid,Business Analyst
56.4,Journalism,Graphics Design,Creative,Extrovert,Advertising,Remote,Creative Director
58.65,Sports,Analytics,Problem Solving,Extrovert,Sports Science,Hybrid,Sports Scientist
98.88,Engineering,Web Dev,Analytical,Ambivert,Architecture,Hybrid,Backend Developer
79.16,Engineering,Python,Analytical,Ambivert,AI,Remote,Prompt Engineer
95.22,Engineering,C++,Problem Solving,Ambivert,Automotive,Hybrid,Automotive Engineer
87.34,Science,Python,Analytical,Extrovert,AI,Remote,Research Scientist
92.9,Engineering,Web Dev,Analytical,Introvert,Architecture,Hybrid,Backend Developer
89.46,MBA,Power BI,Leadership,Introvert,Operations,Office,Operations Manager
68.07,Journalism,Web Dev,Communication,Ambivert,Digital Media,Hybrid,Digital Journalist
57.02,Engineering,Web Dev,Creative,Introvert,Design,Office,Frontend Developer
82.16,Engineering,C++,Problem Solving,Extrovert,Robotics,Remote,Robotics Engineer
63.99,Commerce,Excel,Problem Solving,Ambivert,Audit,Hybrid,Auditor
85.57,Engineering,SQL,Analytical,Extrovert,Data Science,Office,Data Analyst
89.88,Arts,UI/UX,Creative,Extrovert,Design,Office,UI UX Designer
66.24,Journalism,Graphics Design,Leadership,Introvert,PR,Office,PR Specialist
55.35,Commerce,Power BI,Analytical,Ambivert,Business Intelligence,Office,BI Consultant
81.36,Science,Python,Analytical,Extrovert,Quantum Computing,Remote,Quantum Researcher
68.7,Arts,UI/UX,Creative,Introvert,Accessibility,Remote,Accessibility Designer
81.03,Commerce,Power BI,Creative,Extrovert,Marketing Analytics,Remote,Marketing Analyst
71.38,Arts,Web Dev,Communication,Ambivert,Media,Remote,Media Designer
62.44,Journalism,Web Dev,Communication,Ambivert,Digital Media,Remote,Digital Journalist
50.88,Engineering,C++,Problem Solving,Ambivert,Robotics,Office,Robotics Engineer
57.71,Arts,UI/UX,Creative,Introvert,Accessibility,Remote,Accessibility Designer
99.14,Commerce,Power BI,Analytical,Introvert,Business Intelligence,Remote,BI Consultant
96.89,Science,Python,Leadership,Ambivert,Research,Hybrid,Lab Manager
66.7,Engineering,Networking,Leadership,Introvert,Cloud Security,Remote,Cloud Security Engineer
60.2,Journalism,Web Dev,Leadership,Ambivert,News,Hybrid,Editor
79.75,Science,Excel,Communication,Introvert,Teaching,Remote,Science Teacher
75.28,Engineering,Python,Analytical,Ambivert,AI,Hybrid,AI Engineer
57.68,Sports,Communication,Leadership,Introvert,Coaching,Hybrid,Coach
57.65,MBA,SQL,Analytical,Introvert,Consulting,Office,Business Consultant
63.23,Sports,Excel,Leadership,Extrovert,Sports,Remote,Sports Manager
71.82,Engineering,C++,Analytical,Extrovert,Embedded Systems,Hybrid,Embedded Engineer
64.5,Sports,Excel,Leadership,Introvert,Event Management,Hybrid,Sports Event Manager
64.37,MBA,Power BI,Analytical,Extrovert,Business Intelligence,Hybrid,BI Manager
98.23,Sports,Excel,Team Work,Ambivert,Fitness,Office,Fitness Manager
65.68,MBA,Excel,Leadership,Introvert,HR,Office,HR Manager
98.67,Sports,Excel,Leadership,Ambivert,Event Management,Office,Sports Event Manager
80.89,MBA,SQL,Analytical,Ambivert,Product,Hybrid,Product Manager
77.93,Commerce,Excel,Analytical,Introvert,Finance,Remote,Financial Analyst
62.87,Arts,Graphics Design,Communication,Extrovert,Animation,Hybrid,Animator
86.28,MBA,Power BI,Leadership,Ambivert,Operations,Hybrid,Operations Manager
75.15,Journalism,Graphics Design,Leadership,Extrovert,PR,Remote,PR Specialist
65.49,Sports,Communication,Leadership,Extrovert,Coaching,Hybrid,Coach
84.86,Sports,Excel,Leadership,Introvert,Event Management,Office,Sports Event Manager
68.54,Journalism,Web Dev,Communication,Introvert,Broadcasting,Remote,Broadcast Journalist
57.33,Engineering,Networking,Team Work,Extrovert,Networking,Office,Network Engineer
84.94,Engineering,Python,Analytical,Extrovert,AI,Remote,Data Scientist
78.55,Engineering,SQL,Analytical,Introvert,Big Data,Office,Data Engineer
81.65,Journalism,Graphics Design,Creative,Extrovert,Marketing,Remote,Media Specialist
61.43,Arts,UI/UX,Problem Solving,Extrovert,Product Design,Hybrid,Product Designer
75.07,MBA,SQL,Analytical,Introvert,Consulting,Hybrid,Business Consultant
94.06,Arts,UI/UX,Creative,Extrovert,Accessibility,Remote,Accessibility Designer
98.08,Sports,Communication,Creative,Extrovert,Commentary,Remote,Sports Broadcaster
50.51,MBA,SQL,Leadership,Ambivert,Enterprise Strategy,Remote,Strategy Manager
58.71,Engineering,SQL,Analytical,Ambivert,Big Data,Hybrid,Data Engineer
54.75,Sports,Analytics,Leadership,Introvert,Sports Tech,Remote,Sports Technology Analyst
53.89,Engineering,Python,Analytical,Ambivert,AI,Remote,Data Scientist
90.93,Engineering,Networking,Analytical,Ambivert,Telecom,Office,Telecom Engineer
98.22,Sports,Communication,Leadership,Extrovert,Coaching,Hybrid,Coach
81.6,Engineering,Python,Problem Solving,Introvert,ML,Hybrid,ML Engineer
55.95,Journalism,UI/UX,Creative,Ambivert,Storytelling,Remote,Content Creator
63.57,Commerce,Power BI,Leadership,Introvert,Finance,Hybrid,Finance Manager
91.74,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
90.48,Sports,Excel,Team Work,Introvert,Fitness,Remote,Fitness Manager
70.56,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Hybrid,Broadcast Journalist
91.74,Journalism,UI/UX,Creative,Ambivert,Storytelling,Remote,Content Creator
73.51,Engineering,Web Dev,Analytical,Ambivert,Architecture,Remote,Backend Developer
87.47,Commerce,Power BI,Communication,Introvert,Analytics,Office,Business Analyst
92.47,Engineering,Networking,Leadership,Extrovert,Cloud Security,Office,Cloud Security Engineer
59.88,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
83.11,Science,Python,Analytical,Ambivert,Bioinformatics,Office,Bioinformatics Analyst
98.06,Sports,Analytics,Problem Solving,Ambivert,Sports Science,Office,Sports Scientist
57.91,Arts,Graphics Design,Leadership,Extrovert,Branding,Hybrid,Brand Designer
87.73,Sports,Excel,Team Work,Extrovert,Fitness,Hybrid,Fitness Manager
68.29,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Office,Supply Chain Manager
86.28,Arts,UI/UX,Problem Solving,Extrovert,Product Design,Office,Product Designer
88.82,Engineering,Python,Creative,Extrovert,Computer Vision,Hybrid,CV Engineer
64.63,Commerce,Power BI,Leadership,Introvert,Finance,Remote,Finance Manager
57.95,Engineering,Networking,Leadership,Extrovert,Cloud Security,Office,Cloud Security Engineer
53.92,Arts,Web Dev,Communication,Extrovert,Content Creation,Hybrid,Content Designer
92.77,Journalism,UI/UX,Communication,Introvert,Publishing,Office,Content Strategist
55.04,Sports,Communication,Creative,Ambivert,Commentary,Remote,Sports Broadcaster
80.54,Engineering,C++,Analytical,Ambivert,Embedded Systems,Hybrid,Embedded Engineer
88.67,Science,Maths,Creative,Introvert,Physics,Remote,Research Associate
52.31,Commerce,Power BI,Leadership,Introvert,Finance,Remote,Finance Manager
54.75,Sports,Analytics,Leadership,Extrovert,Sports Tech,Office,Sports Technology Analyst
93.13,Engineering,Python,Creative,Extrovert,Computer Vision,Hybrid,CV Engineer
93.91,Engineering,Networking,Communication,Introvert,Infrastructure,Office,System Engineer
83.68,Sports,Analytics,Leadership,Introvert,Sports Tech,Hybrid,Sports Technology Analyst
76.24,Engineering,Python,Analytical,Extrovert,Automation,Office,RPA Developer
80.5,Commerce,Excel,Problem Solving,Extrovert,Audit,Hybrid,Auditor
83.85,Journalism,Communication Tools,Communication,Ambivert,Media,Hybrid,Journalist
72.18,Arts,UI/UX,Creative,Introvert,Accessibility,Office,Accessibility Designer
68.17,Journalism,Graphics Design,Creative,Extrovert,Advertising,Office,Creative Director
73.21,Sports,Communication,Team Work,Introvert,Athletics,Hybrid,Trainer
72.42,Science,Excel,Communication,Ambivert,Teaching,Hybrid,Science Teacher
68.3,Commerce,Excel,Leadership,Introvert,Investment,Office,Investment Analyst
67.43,Commerce,Tally,Communication,Extrovert,Taxation,Hybrid,Tax Consultant
50.74,Engineering,Python,Leadership,Ambivert,Automation,Office,Automation Engineer
64.23,Sports,Communication,Creative,Introvert,Commentary,Office,Sports Broadcaster
77.67,Engineering,C++,Problem Solving,Ambivert,Robotics,Hybrid,Robotics Engineer
88.94,Engineering,Python,Analytical,Introvert,AI,Hybrid,Data Scientist
88.58,Science,Maths,Analytical,Extrovert,Econometrics,Office,Quant Analyst
97.01,Sports,Communication,Leadership,Extrovert,Coaching,Hybrid,Coach
89.38,Engineering,Python,Problem Solving,Extrovert,NLP,Hybrid,NLP Engineer
69.22,Arts,Graphics Design,Creative,Ambivert,Design,Remote,Graphic Designer
68.36,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Hybrid,Marketing Analyst
77.27,Commerce,Power BI,Analytical,Introvert,Business Intelligence,Office,BI Consultant
66.56,Commerce,Power BI,Leadership,Ambivert,Finance,Office,Finance Manager
77.57,Journalism,Communication Tools,Communication,Ambivert,Media,Office,Journalist
90.08,Journalism,Web Dev,Leadership,Introvert,News,Remote,Editor
53.13,Commerce,Excel,Problem Solving,Extrovert,Audit,Remote,Auditor
62.48,Engineering,SQL,Team Work,Introvert,Database,Remote,Database Administrator
79.79,Science,SQL,Analytical,Introvert,Data Science,Remote,Data Analyst
69.46,Journalism,Graphics Design,Leadership,Ambivert,PR,Hybrid,PR Specialist
60.38,Engineering,SQL,Analytical,Introvert,Business Analytics,Hybrid,BI Analyst
63.52,Commerce,Tally,Communication,Introvert,Taxation,Remote,Tax Consultant
95.44,Sports,Analytics,Analytical,Extrovert,Sports Analytics,Office,Sports Analyst
72.56,Arts,Web Dev,Communication,Ambivert,Content Creation,Hybrid,Content Designer
85.47,MBA,SQL,Leadership,Introvert,Enterprise Strategy,Remote,Strategy Manager
89.4,Engineering,Web Dev,Creative,Ambivert,Design,Remote,Frontend Developer
54.54,Science,Maths,Problem Solving,Introvert,Actuarial Science,Remote,Actuary
90.09,Engineering,C++,Problem Solving,Introvert,Robotics,Hybrid,Robotics Engineer
81.62,Commerce,Excel,Analytical,Extrovert,Finance,Remote,Financial Analyst
95.56,Journalism,Web Dev,Leadership,Introvert,News,Office,Editor
58.74,Journalism,Graphics Design,Creative,Ambivert,Advertising,Hybrid,Copywriter
67.16,MBA,SQL,Analytical,Introvert,Consulting,Office,Business Consultant
74.78,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Remote,Supply Chain Manager
66.7,Arts,UI/UX,Analytical,Ambivert,User Research,Office,UX Researcher
69,Arts,Graphics Design,Creative,Introvert,Gaming,Hybrid,Game Artist
91.13,MBA,Power BI,Communication,Extrovert,Digital Marketing,Office,Digital Marketing Manager
70.64,Journalism,Graphics Design,Creative,Extrovert,Advertising,Remote,Creative Director
78.98,Science,Python,Leadership,Ambivert,Research,Office,Lab Manager
55.76,Engineering,Python,Problem Solving,Introvert,MLOps,Hybrid,MLOps Engineer
98.57,Sports,Communication,Creative,Ambivert,Commentary,Remote,Sports Broadcaster
89.54,Science,Python,Analytical,Ambivert,AI,Office,Research Scientist
76.49,Science,Maths,Analytical,Ambivert,Econometrics,Remote,Quant Analyst
61.54,Engineering,Web Dev,Creative,Ambivert,Design,Hybrid,Frontend Developer
71.82,Commerce,Power BI,Leadership,Introvert,Finance,Hybrid,Finance Manager
57.5,Sports,Communication,Team Work,Extrovert,Athletics,Hybrid,Trainer
63.82,MBA,SQL,Leadership,Extrovert,Enterprise Strategy,Hybrid,Strategy Manager
57.92,MBA,SQL,Leadership,Ambivert,Business Analytics,Hybrid,Strategy Consultant
59.33,Science,Python,Analytical,Ambivert,Quantum Computing,Hybrid,Quantum Researcher
83.15,Engineering,Networking,Analytical,Introvert,Telecom,Office,Telecom Engineer
74.85,MBA,Power BI,Leadership,Extrovert,Operations,Office,Operations Manager
81.06,Engineering,SQL,Team Work,Introvert,Database,Office,Database Administrator
77.84,MBA,Power BI,Leadership,Extrovert,Operations,Office,Operations Manager
81.45,Commerce,Excel,Leadership,Ambivert,Investment,Office,Investment Analyst
83.99,Engineering,Web Dev,Creative,Ambivert,Design,Hybrid,Frontend Developer
72.52,Engineering,SQL,Analytical,Ambivert,Big Data,Office,Data Engineer
60.45,Sports,Excel,Team Work,Extrovert,Fitness,Hybrid,Fitness Manager
68.07,Journalism,Graphics Design,Creative,Extrovert,Advertising,Office,Copywriter
69.36,MBA,Excel,Leadership,Introvert,Marketing,Remote,Marketing Manager
51.2,Engineering,Networking,Analytical,Extrovert,Telecom,Hybrid,Telecom Engineer
59.75,Engineering,Python,Problem Solving,Introvert,NLP,Remote,NLP Engineer
85.04,Journalism,Web Dev,Leadership,Ambivert,News,Hybrid,Editor
99.53,Arts,UI/UX,Problem Solving,Introvert,Product Design,Hybrid,Product Designer
53.82,MBA,SQL,Analytical,Introvert,Product,Office,Product Manager
96.99,Engineering,Python,Analytical,Ambivert,Cloud,Remote,Cloud Engineer
86.18,Engineering,C++,Problem Solving,Introvert,Automotive,Hybrid,Automotive Engineer
58.42,Engineering,Python,Analytical,Ambivert,Cloud,Hybrid,Cloud Engineer
58.31,Engineering,Networking,Team Work,Extrovert,Networking,Office,Network Engineer
73.87,Sports,Communication,Creative,Ambivert,Commentary,Office,Sports Broadcaster
99.47,Journalism,Communication Tools,Communication,Ambivert,Media,Remote,Journalist
57.66,Commerce,SQL,Analytical,Introvert,FinTech,Hybrid,FinTech Analyst
56.14,MBA,Power BI,Leadership,Introvert,Operations,Hybrid,Operations Manager
83.84,Sports,Communication,Team Work,Introvert,Athletics,Hybrid,Trainer
